name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,engine,seats
Maruti Swift Dzire AMT ZDI,2016,8904,50000,Diesel,Individual,Automatic,Second Owner,1248 CC,5
Maruti Swift Dzire VDI,2013,6575,80000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai i20 Asta Option 1.4 CRDi,2016,9589,40000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti Ertiga VDI,2015,8904,110000,Diesel,Individual,Manual,Third Owner,1248 CC,7
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015,17808,48000,Diesel,Individual,Manual,Second Owner,1582 CC,5
Volkswagen Jetta 2.0L TDI Highline AT,2016,18493,97000,Diesel,Individual,Automatic,First Owner,1968 CC,5
Volkswagen Vento 1.5 TDI Highline AT,2016,13699,60000,Diesel,Individual,Automatic,First Owner,1498 CC,5
Mercedes-Benz M-Class ML 350 4Matic,2011,23288,110000,Diesel,Individual,Automatic,Third Owner,2987 CC,5
Toyota Yaris V CVT BSIV,2018,14795,12800,Petrol,Individual,Automatic,First Owner,1496 CC,5
Hyundai EON D Lite,2012,2329,40000,Petrol,Individual,Manual,First Owner,814 CC,5
Maruti Swift DDiS VDI,2017,8356,49000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Ritz VXi,2014,4795,25000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Alto 800 LXI,2016,3562,65000,Petrol,Individual,Manual,Second Owner,796 CC,5
Fiat Linea 1.3 Multijet Emotion,2015,9589,20000,Diesel,Individual,Manual,First Owner,1248 CC,5
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,9288,17000,Petrol,Individual,Manual,First Owner,999 CC,5
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,10959,15000,Diesel,Individual,Manual,First Owner,1248 CC,5
Toyota Etios GD,2014,5479,120000,Diesel,Individual,Manual,Second Owner,1364 CC,5
Hyundai i20 Magna,2010,4110,49000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai i20 2015-2017 Magna 1.2,2016,7123,29000,Petrol,Individual,Manual,First Owner,1197 CC,5
Nissan Terrano XV D Premium AMT,2017,11644,55000,Diesel,Individual,Automatic,First Owner,1461 CC,5
Maruti Alto K10 VXI,2015,4110,40000,Petrol,Individual,Manual,First Owner,998 CC,5
Honda City 1.5 S Inspire,2010,4795,120000,Petrol,Individual,Manual,Second Owner,1497 CC,5
Maruti Omni LPG STD BSIV,1999,959,100000,LPG,Individual,Manual,Fourth & Above Owner,,
Maruti Vitara Brezza ZDi,2019,12219,10000,Diesel,Individual,Manual,First Owner,1248 CC,5
Fiat Grande Punto Sport 90BHP,2012,3904,70000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Hyundai i10 Magna LPG,2012,4110,60000,LPG,Individual,Manual,First Owner,1086 CC,5
Maruti Ciaz VDI SHVS,2016,8493,90000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Vitara Brezza ZDi,2017,10274,90000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Alto 800 LXI,2016,3699,35000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti Ertiga ZDI,2014,7671,90000,Diesel,Individual,Manual,First Owner,1248 CC,7
Hyundai Santro Xing GLS,2012,4110,40000,Petrol,Individual,Manual,Second Owner,1086 CC,5
Hyundai Santro Xing GLS,2012,4110,40000,Petrol,Individual,Manual,Second Owner,1086 CC,5
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,7808,20000,Petrol,Individual,Manual,First Owner,1197 CC,5
Tata Indigo CS eLX BS IV,2011,3014,80000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti SX4 Vxi BSIV,2012,3562,99000,Petrol,Individual,Manual,Second Owner,1586 CC,5
Maruti Swift AMT VXI,2019,8219,7500,Petrol,Individual,Automatic,First Owner,1197 CC,5
Tata Nano XE,2015,1096,60000,Petrol,Individual,Manual,First Owner,624 CC,4
Hyundai EON Magna Plus,2016,4110,40800,Petrol,Individual,Manual,First Owner,814 CC,5
Tata Zest Revotron 1.2T XM,2015,4110,70000,Petrol,Individual,Manual,First Owner,1193 CC,5
Mahindra KUV 100 mFALCON G80 K8 5str,2016,5479,100000,Petrol,Individual,Manual,First Owner,1198 CC,5
Maruti Swift VXI BSIV,2016,7534,8588,Petrol,Individual,Manual,First Owner,1197 CC,5
Honda City i-DTEC V,2019,16438,40000,Diesel,Individual,Manual,First Owner,1498 CC,5
Ford Figo 1.5D Trend MT,2015,6849,60000,Diesel,Individual,Manual,First Owner,1498 CC,5
Maruti Esteem Vxi - BSIII,2005,1274,80000,Petrol,Individual,Manual,Third Owner,1298 CC,5
Honda City i DTEC SV,2014,6849,110000,Diesel,Individual,Manual,First Owner,1498 CC,5
Toyota Platinum Etios 1.4 GXD,2018,9178,150000,Diesel,Individual,Manual,First Owner,1364 CC,5
Toyota Innova 2.5 VX 7 STR,2012,10274,120000,Diesel,Individual,Manual,Second Owner,2494 CC,7
Maruti Alto K10 VXI,2017,5068,30000,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti 800 Std,2012,1370,70000,Petrol,Individual,Manual,Second Owner,796 CC,4
Hyundai i10 Sportz 1.1L,2016,5822,50000,Petrol,Individual,Manual,First Owner,1086 CC,5
Toyota Innova 2.5 V Diesel 8-seater,2006,5068,305000,Diesel,Individual,Manual,Fourth & Above Owner,2494 CC,8
Toyota Etios GD,2012,5479,158500,Diesel,Individual,Manual,Third Owner,,
Tata New Safari DICOR 2.2 EX 4x2,2009,3151,212000,Diesel,Individual,Manual,Third Owner,2179 CC,7
Maruti Ertiga SHVS VDI,2016,11644,35000,Diesel,Individual,Manual,First Owner,1248 CC,7
Mahindra Verito 1.5 D4 BSIV,2018,10274,22000,Diesel,Individual,Manual,First Owner,1461 CC,5
Tata Winger Deluxe - Flat Roof (Non-AC),2010,3219,50000,Diesel,Individual,Manual,First Owner,1948 CC,14
Honda WR-V i-DTEC S,2017,9589,70000,Diesel,Individual,Manual,First Owner,1498 CC,5
Hyundai Grand i10 CRDi Magna,2016,6575,56000,Diesel,Individual,Manual,First Owner,1120 CC,5
Tata Zest Quadrajet 1.3 75PS XM,2016,6507,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Skoda Rapid 1.5 TDI Ambition,2015,8356,120000,Diesel,Individual,Manual,First Owner,1498 CC,5
Toyota Innova 2.5 G4 Diesel 8-seater,2011,8904,120000,Diesel,Individual,Manual,Second Owner,2494 CC,8
Honda WR-V i-DTEC S,2017,10959,70000,Diesel,Individual,Manual,First Owner,1498 CC,5
Tata New Safari DICOR 2.2 EX 4x2,2015,7123,120000,Diesel,Individual,Manual,First Owner,2179 CC,7
Tata Indica V2 eLS,2014,2192,90000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,13699,70000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Ertiga VDI,2015,9589,120000,Diesel,Individual,Manual,Second Owner,1248 CC,7
Honda Amaze S i-DTEC,2017,8082,70000,Diesel,Individual,Manual,Second Owner,1498 CC,5
Maruti Wagon R VXI,2002,1918,80000,Petrol,Individual,Manual,Second Owner,998 CC,5
Mahindra TUV 300 mHAWK100 T8,2017,9932,100000,Diesel,Individual,Manual,Second Owner,1493 CC,7
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,23014,157000,Diesel,Individual,Manual,First Owner,2393 CC,7
Maruti Swift Dzire VDI,2015,7534,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Ritz VDi,2012,3288,90000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Chevrolet Captiva 2.2 LT,2013,9137,65000,Diesel,Individual,Manual,First Owner,2231 CC,7
Honda Jazz 1.5 S i DTEC,2017,9178,50000,Diesel,Individual,Manual,First Owner,1498 CC,5
Maruti Swift Dzire VDI,2015,7534,110000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Celerio ZXI,2015,5479,30000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai Verna 1.6 SX,2014,7466,80000,Diesel,Individual,Manual,Second Owner,1582 CC,5
Maruti Ertiga LXI,2015,8205,70000,Petrol,Individual,Manual,First Owner,1373 CC,7
Hyundai Creta 1.4 CRDi S,2016,9932,100000,Diesel,Individual,Manual,First Owner,1396 CC,5
Honda City i VTEC V,2015,7192,120000,Petrol,Individual,Manual,Second Owner,1497 CC,5
Maruti Ritz VDi,2011,2808,85000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Skoda Fabia Scout 1.2 TDI,2012,2603,110000,Diesel,Individual,Manual,First Owner,1199 CC,5
Hyundai Grand i10 CRDi Sportz,2015,4247,60000,Diesel,Individual,Manual,Fourth & Above Owner,1120 CC,5
Hyundai Grand i10 CRDi Sportz,2016,5205,90000,Diesel,Individual,Manual,Second Owner,1120 CC,5
Maruti Alto K10 2010-2014 VXI,2012,2795,110000,Petrol,Individual,Manual,Third Owner,998 CC,5
Hyundai EON 1.0 Era Plus,2018,4795,25000,Petrol,Individual,Manual,First Owner,998 CC,5
Volkswagen Vento Diesel Highline,2013,4795,100000,Diesel,Individual,Manual,First Owner,1598 CC,5
Ford Figo Diesel Titanium,2012,2397,120000,Diesel,Individual,Manual,Second Owner,1399 CC,5
Volkswagen Vento Diesel Highline,2011,4658,90000,Diesel,Individual,Manual,First Owner,1598 CC,5
Honda City i-VTEC VX,2017,13014,35000,Petrol,Individual,Manual,First Owner,1497 CC,5
Honda City i VTEC V,2017,12260,35000,Petrol,Individual,Manual,First Owner,1497 CC,5
Tata Sumo Gold EX,2014,4795,101200,Diesel,Individual,Manual,Second Owner,2956 CC,7
Tata Indigo GLX,2005,1370,90000,Petrol,Individual,Manual,Second Owner,1396 CC,5
Maruti Swift Dzire VDI,2016,7534,76000,Diesel,Individual,Manual,First Owner,1248 CC,5
Tata Indigo LX,2004,1370,60000,Diesel,Individual,Manual,Third Owner,1405 CC,5
Mahindra XUV500 W6 2WD,2016,10959,90000,Diesel,Individual,Manual,First Owner,2179 CC,7
Mahindra Bolero 2011-2019 ZLX BSIII,2013,7192,80000,Diesel,Individual,Manual,Second Owner,2523 CC,7
Tata New Safari DICOR 2.2 EX 4x2,2008,6849,179150,Diesel,Individual,Manual,Second Owner,2179 CC,7
Maruti 800 Std MPFi,2003,575,62000,Petrol,Individual,Manual,First Owner,796 CC,4
Maruti Swift Dzire 1.2 Lxi BSIV,2009,2603,160000,Petrol,Individual,Manual,Third Owner,1197 CC,5
Maruti Swift Dzire VDI,2019,9507,35000,Diesel,Individual,Manual,First Owner,1248 CC,5
Mahindra XUV500 AT W6 2WD,2016,11808,120000,Diesel,Individual,Automatic,First Owner,2179 CC,7
Honda Amaze SX i-DTEC,2017,8904,50000,Diesel,Individual,Manual,First Owner,1498 CC,5
Maruti Swift Dzire ZDi,2011,4247,70000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Maruti Swift VDI,2013,4932,97000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift Dzire LDi,2011,3288,90000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Mahindra XUV500 W8 AWD,2012,6849,84487,Diesel,Individual,Manual,Fourth & Above Owner,2179 CC,7
Toyota Innova 2.5 GX 7 STR,2010,6507,100000,Diesel,Individual,Manual,Second Owner,2494 CC,7
Maruti Alto LX,2007,1370,60000,Petrol,Individual,Manual,Third Owner,796 CC,5
Maruti SX4 Zxi BSIII,2009,2740,110000,Petrol,Individual,Manual,Third Owner,1586 CC,5
Toyota Innova 2.5 G2,2006,5890,264000,Diesel,Individual,Manual,First Owner,2494 CC,8
Mahindra Xylo E4 BS IV,2010,3356,146000,Diesel,Individual,Manual,Fourth & Above Owner,2498 CC,7
Maruti Swift Dzire VDI,2014,6164,70000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Vitara Brezza VDi Option,2017,10959,51146,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Ritz LXI,2011,2945,40000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Vitara Brezza VDi Option,2017,10411,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Volkswagen Polo 1.5 TDI Comfortline,2015,5699,80000,Diesel,Individual,Manual,First Owner,1498 CC,5
Maruti Wagon R LXI BSIII,2011,2671,120000,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti Alto 800 VXI,2017,4452,23000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti Alto K10 LXI,2010,1986,70000,Petrol,Individual,Manual,Second Owner,998 CC,5
Maruti Swift VDI,2018,9247,23000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Wagon R VXI Optional,2016,4658,30000,Petrol,Individual,Manual,Second Owner,998 CC,5
Tata Manza Aura Plus Quadrajet BS IV,2011,4658,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Omni MPI STD BSIV,2014,3562,40000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti Alto 800 LXI,2015,4110,50000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti 800 AC,2007,1027,60000,Petrol,Individual,Manual,Second Owner,796 CC,4
Tata Indica Vista TDI LX,2011,4795,80000,Diesel,Individual,Manual,First Owner,1405 CC,5
Maruti XL6 Alpha,2019,13699,15000,Petrol,Individual,Manual,First Owner,1462 CC,6
Tata Manza Aura (ABS) Quadrajet BS IV,2010,2329,150000,Diesel,Individual,Manual,Third Owner,1248 CC,5
Maruti Swift Dzire Tour S CNG,2018,8219,40000,Petrol,Individual,Manual,First Owner,1197 CC,5
Honda City 1.5 V AT,2010,10959,25000,Petrol,Individual,Automatic,First Owner,1497 CC,5
Force One EX,2018,11644,120000,Diesel,Individual,Manual,Second Owner,2650 CC,7
Mahindra XUV500 W6 2WD,2014,13425,120000,Diesel,Individual,Manual,Second Owner,2179 CC,7
Ford Endeavour 2.5L 4X2,2011,11644,298000,Diesel,Individual,Manual,Second Owner,2499 CC,7
Tata Sumo Gold GX BSIII,2012,4658,270000,Diesel,Individual,Manual,Third Owner,2956 CC,7
Maruti Vitara Brezza ZDi AMT,2018,12329,50000,Diesel,Individual,Automatic,Second Owner,1248 CC,5
Maruti Swift Dzire VDi,2010,4247,120000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Maruti Ertiga ZDI,2013,8219,60000,Diesel,Individual,Manual,Third Owner,1248 CC,7
Maruti Swift Dzire ZDi,2008,3699,149000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Hyundai Santro Sportz BSIV,2019,6986,5000,Petrol,Individual,Manual,First Owner,1086 CC,5
Tata Indica Vista TDI LX,2013,3082,70000,Diesel,Individual,Manual,Second Owner,1405 CC,5
Hyundai i10 Magna,2015,3836,55000,Petrol,Individual,Manual,First Owner,1197 CC,5
Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,6712,100000,Diesel,Individual,Manual,First Owner,1047 CC,5
Mahindra Bolero 2011-2019 Plus AC,2013,6027,120000,Diesel,Individual,Manual,First Owner,2523 CC,9
Tata Safari Storme EX,2014,6849,291977,Diesel,Individual,Manual,First Owner,2179 CC,7
Honda CR-V 2.4L 4WD,2005,6534,85000,Petrol,Individual,Manual,Third Owner,2354 CC,5
Hyundai i20 Active 1.2 S,2015,8082,70000,Petrol,Individual,Manual,Third Owner,1197 CC,5
Ford Endeavour 2.5L 4X2 MT,2010,6849,120000,Diesel,Individual,Manual,First Owner,2499 CC,7
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,8219,40000,Diesel,Individual,Manual,First Owner,1498 CC,5
Mahindra Scorpio 1.99 S4,2016,10274,70000,Diesel,Individual,Manual,First Owner,1997 CC,7
BMW 3 Series 320d GT Luxury Line,2017,40411,39000,Diesel,Dealer,Automatic,First Owner,1995 CC,5
BMW 5 Series 520d Luxury Line,2019,71233,10000,Diesel,Dealer,Automatic,First Owner,1995 CC,5
Volkswagen Polo 1.5 TDI Comfortline,2019,9521,36800,Diesel,Dealer,Manual,First Owner,1498 CC,5
Maruti Swift Dzire VDI Optional,2018,9452,52200,Diesel,Dealer,Manual,First Owner,1248 CC,5
Hyundai Grand i10 1.2 CRDi Magna,2016,5616,78000,Diesel,Dealer,Manual,First Owner,1186 CC,5
Tata Harrier XZ Plus,2020,22603,16000,Diesel,Dealer,Manual,First Owner,1956 CC,5
Audi Q3 2.0 TDI Quattro Premium Plus,2016,32534,30000,Diesel,Dealer,Automatic,First Owner,1968 CC,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,7192,29000,Diesel,Dealer,Manual,Second Owner,1186 CC,5
Jeep Compass 2.0 Limited Plus 4X4,2019,29452,25000,Diesel,Dealer,Manual,First Owner,1956 CC,5
Mahindra XUV500 W8 2WD,2013,7397,60000,Diesel,Individual,Manual,Second Owner,2179 CC,7
Toyota Fortuner 4x4 AT,2017,37671,60000,Diesel,Dealer,Automatic,Second Owner,2982 CC,7
Mahindra Scorpio 1.99 S10 4WD,2016,13699,112000,Diesel,Dealer,Manual,Second Owner,1997 CC,7
Audi A4 35 TDI Premium Plus,2018,39726,15000,Diesel,Dealer,Automatic,First Owner,1968 CC,5
Mahindra TUV 300 mHAWK100 T8,2017,9932,40000,Diesel,Dealer,Manual,First Owner,1493 CC,7
Maruti Ciaz Alpha Diesel,2018,13356,36000,Diesel,Dealer,Manual,First Owner,1248 CC,5
Maruti Wagon R VXI,2016,4863,60000,Petrol,Dealer,Manual,First Owner,998 CC,5
Honda CR-V 2.4L 4WD MT,2008,5479,120000,Petrol,Individual,Manual,First Owner,2354 CC,5
Maruti Alto 800 VXI BSIV,2015,3630,48000,Petrol,Dealer,Manual,First Owner,796 CC,5
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,8904,40000,Diesel,Dealer,Manual,First Owner,1498 CC,5
Maruti Ciaz 1.3 Alpha,2017,9863,60000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Verna 1.6 VTVT S,2016,11644,25000,Petrol,Individual,Manual,First Owner,1591 CC,5
Maruti Alto K10 VXI,2015,3973,42000,Petrol,Individual,Manual,First Owner,998 CC,5
Mercedes-Benz E-Class E 250 Elegance,2010,16438,35000,Petrol,Individual,Automatic,Second Owner,2497 CC,5
Mahindra TUV 300 T8 AMT,2016,8219,90000,Diesel,Individual,Automatic,Second Owner,1493 CC,7
Maruti Ritz VDi,2011,4110,90000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Renault Pulse RxL,2012,3082,110000,Diesel,Individual,Manual,Second Owner,1461 CC,5
Maruti Swift Dzire VDi,2009,3288,70000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Hyundai Verna 1.6 SX,2014,9589,80000,Diesel,Individual,Manual,First Owner,1582 CC,5
Maruti Swift VDI BSIV,2014,6438,70000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Hyundai i20 Active 1.4 SX Dual Tone,2016,10959,80000,Diesel,Individual,Manual,First Owner,1396 CC,5
Renault Duster 110PS Diesel RxZ,2012,6164,90000,Diesel,Individual,Manual,First Owner,1461 CC,5
Tata Indica V2 DLE BSII,2007,1233,90000,Diesel,Individual,Manual,Third Owner,1396 CC,5
Toyota Corolla Altis Diesel D4DG,2010,6164,120000,Diesel,Individual,Manual,Second Owner,1364 CC,5
Toyota Etios Liva GD,2012,5479,107500,Diesel,Individual,Manual,Second Owner,,
Toyota Innova Crysta 2.8 GX AT BSIV,2017,20068,62000,Diesel,Dealer,Automatic,First Owner,2755 CC,7
Hyundai Creta 1.6 CRDi SX Plus,2016,12671,79000,Diesel,Dealer,Manual,First Owner,1582 CC,5
Toyota Innova Crysta 2.4 GX MT BSIV,2016,18973,60000,Diesel,Dealer,Manual,Second Owner,2393 CC,7
Toyota Fortuner 4x4 MT,2015,27397,20000,Diesel,Individual,Manual,First Owner,2982 CC,7
Tata Indigo LS,2004,1096,248200,Diesel,Individual,Manual,Second Owner,1405 CC,5
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,4110,110000,Diesel,Individual,Manual,Second Owner,2179 CC,7
Maruti Swift Dzire VDi,2009,4932,100000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Verna Transform CRDi VGT SX ABS,2010,4384,70000,Diesel,Individual,Manual,Second Owner,1493 CC,5
Ambassador Classic 2000 DSZ AC PS,1994,1356,100000,Diesel,Individual,Manual,Second Owner,1995 CC,5
Maruti Ertiga SHVS ZDI,2016,10685,50000,Diesel,Individual,Manual,Second Owner,1248 CC,7
Maruti Ertiga VDI,2013,8493,139000,Diesel,Individual,Manual,First Owner,1248 CC,7
Skoda Octavia RS 1.8 Turbo Petrol MT,2006,1370,120000,Petrol,Individual,Manual,Third Owner,1781 CC,5
Tata Indica Vista Safire GLX,2014,2877,35000,Petrol,Individual,Manual,Second Owner,1172 CC,5
Mahindra Bolero 2011-2019 SLE,2015,5137,80000,Diesel,Individual,Manual,First Owner,2523 CC,7
Renault Triber RXZ,2019,10767,7720,Petrol,Individual,Manual,First Owner,999 CC,7
Mahindra XUV500 W8 AWD,2014,13699,50000,Diesel,Individual,Manual,First Owner,2179 CC,7
Maruti Zen D,2002,1644,60000,Diesel,Individual,Manual,Second Owner,1527 CC,5
Mahindra Verito Vibe 1.5 dCi D6,2016,10274,100000,Diesel,Individual,Manual,First Owner,1461 CC,5
Hyundai i20 Magna 1.2,2016,7534,57882,Petrol,Individual,Manual,First Owner,1197 CC,5
Tata Safari Storme LX,2018,11986,142000,Diesel,Individual,Manual,First Owner,2179 CC,5
Tata Safari Storme LX,2018,12192,140000,Diesel,Individual,Manual,Third Owner,2179 CC,5
Maruti Ertiga ZXI,2015,9589,35000,Petrol,Individual,Manual,First Owner,1373 CC,7
Mahindra Bolero 2011-2019 SLX,2015,7534,30000,Diesel,Individual,Manual,First Owner,2523 CC,7
Datsun GO T Petrol,2018,5479,10000,Petrol,Individual,Manual,First Owner,1198 CC,5
Maruti Celerio VXI,2015,3973,30000,Petrol,Individual,Manual,Second Owner,998 CC,5
Tata Indigo CS LS (TDI) BS III,2012,2055,90000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti Eeco 7 Seater Standard BSIV,2015,4110,35000,Petrol,Individual,Manual,Second Owner,1196 CC,7
Maruti Swift 1.3 VXi,2009,3014,25000,Petrol,Individual,Manual,First Owner,,
Maruti Wagon R LXI,2008,3027,35008,Petrol,Dealer,Manual,First Owner,998 CC,5
Datsun RediGO T,2017,3699,31100,Petrol,Dealer,Manual,First Owner,799 CC,5
Hyundai Xcent 1.1 CRDi Base,2014,6233,42312,Diesel,Dealer,Manual,First Owner,1120 CC,5
Toyota Etios G Safety,2011,4110,72000,Petrol,Dealer,Manual,First Owner,1496 CC,5
Toyota Etios Liva 1.4 GD,2014,6575,54891,Diesel,Dealer,Manual,First Owner,1364 CC,5
Hyundai Verna CRDi 1.6 AT SX Plus,2018,13699,30000,Diesel,Individual,Automatic,First Owner,1582 CC,5
BMW 3 Series 320d Luxury Line Plus,2017,35616,44000,Diesel,Dealer,Automatic,First Owner,1995 CC,5
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,25342,18890,Diesel,Dealer,Automatic,First Owner,2755 CC,7
Hyundai Santro Magna BSIV,2019,6849,5000,Petrol,Individual,Manual,First Owner,1086 CC,5
Mahindra Ssangyong Rexton RX7,2013,10959,117000,Diesel,Dealer,Automatic,First Owner,2696 CC,7
Renault Koleos 2.0 Diesel,2013,13699,75010,Diesel,Dealer,Automatic,First Owner,1995 CC,5
Tata Manza Club Class Quadrajet90 LS,2013,3425,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Renault Pulse RxZ Optional,2012,3356,100000,Diesel,Dealer,Manual,First Owner,1461 CC,5
Hyundai Grand i10 Magna AT,2019,8562,4337,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,7671,14495,Petrol,Dealer,Manual,First Owner,999 CC,5
Honda Jazz 1.2 V i VTEC,2018,9315,8576,Petrol,Dealer,Manual,First Owner,1199 CC,5
Maruti Swift Dzire VDI,2019,9589,30000,Diesel,Individual,Manual,First Owner,1248 CC,5
Tata Indigo eCS LX BSIV,2013,3014,80000,Diesel,Individual,Manual,First Owner,1396 CC,5
Tata Indigo CS LX (TDI) BS-III,2017,6164,70000,Diesel,Individual,Manual,First Owner,1405 CC,5
Tata Tigor 1.2 Revotron XZA,2017,7192,19723,Petrol,Dealer,Automatic,First Owner,1199 CC,5
Toyota Innova 2.5 GX 7 STR,2009,8904,242000,Diesel,Individual,Manual,Fourth & Above Owner,2494 CC,7
BMW 6 Series GT 630d Luxury Line,2018,75342,22000,Diesel,Individual,Automatic,First Owner,2993 CC,4
Maruti Swift Dzire AMT ZDI Plus,2017,11986,30000,Diesel,Dealer,Automatic,First Owner,1248 CC,5
Hyundai i20 Asta Option 1.2,2019,10753,9000,Petrol,Dealer,Manual,First Owner,1197 CC,5
